Timestamp,Lane ID,Time of Day,Day of Week,Weather Condition,Lane Width (m),Road Type,Season/Month,Occasion/Event,Location,Traffic Density (Vehicles)
2022-10-23 05:42:22,2,4,2,3,15,1,3,2,4,1980
2022-07-05 07:21:06,1,1,6,3,15,2,4,3,1,1388
2020-09-08 18:09:10,4,2,4,1,15,3,4,2,1,1788
2020-02-20 05:33:24,4,2,5,4,30,2,2,1,4,1437
2023-02-09 18:02:08,2,2,4,2,20,1,1,0,4,1690
2021-04-05 21:26:22,2,4,2,2,10,1,1,0,2,1572
2024-01-20 11:39:01,1,1,2,5,10,2,3,2,3,1246
2023-08-14 10:40:11,3,2,3,1,10,3,2,3,0,1633
2020-02-25 04:04:21,1,3,1,4,15,2,2,0,2,1318
2020-06-21 15:31:38,2,1,6,2,30,2,1,2,5,1345
2021-08-10 11:47:01,4,5,6,2,25,1,4,3,5,1560
2020-09-06 06:22:12,4,1,2,3,25,3,2,2,5,1294
2020-06-04 01:36:58,3,1,6,5,20,1,4,3,5,1176
2022-03-23 20:25:08,3,5,5,4,25,1,3,0,1,1301
2023-10-01 10:52:16,3,3,3,3,15,1,4,1,3,1218
2024-06-07 19:43:24,3,3,2,2,15,3,1,2,5,1330
2022-06-13 18:34:58,1,2,7,3,10,2,1,0,3,1697
2021-04-07 08:15:50,3,5,5,4,20,3,1,1,4,1648
2020-02-20 20:58:05,1,5,6,4,25,2,3,1,6,1700
2023-11-14 00:08:58,4,1,1,5,15,2,2,1,6,1232
2024-06-10 09:30:44,1,2,6,4,20,1,1,0,4,1581
2022-08-11 14:29:26,1,1,4,1,20,2,2,1,0,1226
2022-03-03 18:08:14,4,2,3,1,15,2,4,0,5,1519
2024-08-17 11:03:03,2,3,4,1,20,1,1,3,2,1265
2020-09-11 16:55:16,2,5,1,5,10,1,3,1,6,1376
2022-09-08 07:15:17,2,4,7,1,15,1,2,3,4,2044
2021-10-05 00:41:13,1,5,5,3,15,1,3,1,0,1416
2023-02-25 06:25:53,3,4,2,4,15,2,1,1,1,2152
2022-04-15 21:45:16,2,3,6,2,20,2,1,3,4,1297
2021-09-01 18:34:52,1,5,3,4,30,1,3,0,4,1266
2021-03-11 00:23:37,3,3,7,5,25,3,2,3,6,1075
2024-03-18 18:06:13,3,3,3,5,30,3,4,0,3,1132
2022-02-14 21:17:31,4,2,6,3,20,1,4,1,3,1561
2022-10-02 22:25:51,3,3,5,1,30,3,3,1,3,1482
2023-02-22 20:50:01,2,5,3,3,25,1,3,0,2,1148
2022-12-07 07:05:40,4,2,4,3,15,3,3,1,0,1524
2023-01-17 07:48:30,4,1,7,2,30,1,1,2,0,1221
2021-10-27 11:46:01,2,3,5,4,10,3,2,2,0,1348
2024-05-25 05:48:28,1,5,6,2,30,2,1,2,5,1489
2022-06-08 22:05:38,4,4,7,1,10,3,4,1,4,1823
2020-09-14 21:37:09,1,4,5,5,20,2,4,1,4,2131
2020-02-09 10:47:25,3,5,4,3,15,2,4,0,3,1386
2022-08-02 15:46:21,1,1,2,5,15,1,1,3,1,1286
2020-05-22 17:25:22,2,5,2,1,20,3,2,0,0,1010
2020-09-21 19:17:10,2,3,5,3,10,3,3,1,5,1788
2021-05-01 22:37:50,1,3,2,5,25,1,1,2,6,1308
2023-12-03 16:39:34,3,4,5,3,15,3,4,0,3,1587
2023-02-15 14:10:18,1,1,4,4,15,3,3,1,3,1429
2020-10-23 23:31:56,4,5,6,1,15,3,2,1,0,1736
2023-03-22 09:18:50,4,2,7,3,30,3,4,0,2,1553
2023-07-06 06:23:59,1,2,1,3,15,1,4,2,3,1753
2022-02-28 11:39:53,1,5,3,1,20,2,3,2,1,1320
2023-06-18 21:34:11,3,5,4,3,10,3,4,1,2,1467
2020-07-21 15:39:55,1,5,4,1,25,2,4,3,5,1500
2020-11-02 19:39:41,4,4,1,4,20,3,1,1,2,2005
2020-02-09 22:40:43,1,2,2,1,15,3,3,2,6,1506
2021-03-17 17:11:12,1,1,5,5,10,2,2,2,1,1494
2023-11-03 17:43:08,3,5,7,1,25,3,4,3,5,1609
2023-12-04 03:55:27,3,1,2,5,20,3,2,2,1,1261
2020-04-05 10:20:27,2,3,2,2,30,3,1,3,3,1311
2023-06-05 22:08:24,3,3,5,2,10,2,1,0,4,1199
2021-09-19 08:07:16,4,2,2,3,20,3,4,0,6,1460
2020-07-29 11:06:44,3,5,1,2,25,2,3,2,1,1474
2021-10-15 02:22:40,1,2,1,3,25,2,2,2,6,1786
2023-01-26 21:45:41,1,4,1,1,30,1,1,3,2,1747
2023-08-12 18:30:43,2,2,7,2,15,1,4,2,2,1721
2022-04-11 07:43:31,4,2,5,1,10,1,2,1,6,1577
2020-04-22 19:40:45,4,3,1,5,15,3,3,0,4,1540
2020-07-27 06:45:29,1,4,6,1,20,3,2,3,4,1822
2024-05-18 16:46:56,1,4,3,4,30,1,2,1,3,1895
2024-02-16 11:18:42,4,5,5,4,20,1,2,1,6,1426
2020-12-22 14:53:58,3,2,7,3,25,3,2,2,4,1596
2023-11-16 11:01:25,1,3,7,1,30,1,1,3,5,1213
2020-04-06 02:05:02,4,4,6,1,25,3,3,0,6,1746
2024-04-26 02:50:02,3,4,6,5,25,1,4,2,3,1977
2022-06-24 06:55:31,2,3,2,4,10,3,4,3,6,1340
2020-12-22 00:24:59,1,1,3,3,25,3,1,2,6,1176
2023-10-31 01:02:48,2,4,5,1,25,1,1,3,3,1937
2021-06-27 16:43:41,2,1,5,3,15,3,4,1,3,1217
2021-11-26 15:01:43,2,1,4,5,25,1,4,2,3,1214
2023-09-28 18:10:43,2,1,5,1,10,2,4,2,6,1156
2022-04-19 13:53:53,4,5,2,5,20,2,3,1,1,1224
2023-07-26 07:46:15,3,1,6,2,20,1,4,1,1,1112
2020-07-01 13:10:10,1,5,6,4,25,2,3,3,5,1620
2020-08-21 17:37:48,2,2,4,2,15,3,4,0,5,1380
2022-11-17 12:49:22,3,2,7,5,30,2,1,2,3,1785
2021-07-19 23:22:06,1,5,4,1,30,1,2,0,5,1222
2024-02-04 15:48:27,4,2,3,1,20,2,1,1,6,1533
2021-09-27 22:11:03,3,1,3,1,30,2,4,1,2,1071
2023-03-02 07:42:44,3,3,1,3,30,2,2,0,0,1386
2023-06-14 20:23:33,1,5,1,5,10,1,3,2,4,1493
2022-07-06 12:57:18,3,4,6,5,25,2,2,3,0,1777
2024-06-23 02:54:06,2,3,3,3,10,3,4,0,6,1227
2022-03-15 14:39:48,4,2,3,3,10,2,1,0,0,1752
2024-03-30 05:47:03,1,1,6,3,15,2,1,0,0,1176
2022-01-06 00:03:38,3,2,1,3,20,1,4,2,5,1721
2021-09-01 09:38:24,1,5,2,2,30,2,4,2,3,1430
2024-06-10 01:56:56,1,4,6,4,15,2,3,3,6,2090
2022-11-11 22:05:53,3,1,4,1,25,3,1,0,3,1123
2021-05-07 02:25:09,2,3,3,1,15,1,1,1,4,1073
2023-12-27 00:40:13,4,5,6,1,20,1,2,1,4,1313
2021-10-11 20:26:30,4,3,4,4,15,3,3,0,2,1498
2022-04-04 11:30:39,1,3,5,4,15,3,2,3,3,1306
2021-02-14 19:50:22,4,4,6,2,30,2,1,1,0,1867
2023-01-29 02:58:08,3,3,6,4,30,2,1,0,6,1197
2024-07-25 03:50:31,3,4,7,3,25,1,2,0,2,1523
2022-11-15 02:13:12,3,5,3,2,15,2,4,2,5,1461
2023-09-04 09:03:47,2,3,4,3,25,3,4,0,2,1233
2024-05-19 02:16:57,4,5,3,1,30,3,1,1,6,1367
2022-03-17 18:06:26,4,5,7,5,25,3,2,0,2,1237
2021-04-02 18:26:03,2,5,3,2,30,2,4,2,5,1428
2024-02-13 00:44:26,3,2,4,1,25,2,3,2,4,1349
2023-09-08 13:11:09,2,1,4,4,30,2,3,1,6,1165
2020-10-22 14:48:06,1,5,2,5,15,1,1,1,3,1384
2020-08-14 08:15:05,1,3,5,4,30,1,4,0,5,1205
2024-05-16 03:45:46,4,4,5,2,10,2,1,2,6,1822
2020-01-30 21:07:35,1,1,2,2,15,1,4,1,6,1396
2021-04-17 11:02:18,4,5,2,1,25,2,4,0,2,1151
2022-12-08 20:16:24,2,1,2,5,25,3,4,1,6,1335
2021-06-06 19:55:48,3,4,3,1,30,1,4,3,5,1650
2024-07-25 21:26:29,3,5,2,1,30,3,2,1,3,1329
2020-11-26 15:33:09,3,4,5,5,20,1,4,3,6,1859
2023-04-11 19:31:09,4,4,6,5,30,1,1,0,0,1593
2020-01-05 07:42:49,1,2,3,1,15,2,2,3,4,1570
2023-11-09 01:27:14,2,2,7,2,25,3,1,1,4,1502
2023-01-02 01:49:02,4,3,2,5,20,3,4,1,3,1376
2024-06-25 10:23:16,1,4,4,4,10,1,1,2,5,1865
2022-04-27 03:42:32,3,2,6,4,10,1,3,1,6,1312
2023-11-08 14:22:36,2,2,5,3,25,2,2,1,5,1570
2024-05-08 23:03:40,4,5,7,3,20,1,1,2,2,1723
2022-04-16 22:56:46,2,1,4,5,10,2,4,0,5,1106
2021-03-13 08:24:16,1,5,5,1,20,1,3,2,1,1259
2022-12-14 22:53:01,4,5,5,5,30,3,1,0,2,1076
2022-09-21 06:23:23,4,5,3,2,15,2,4,3,0,1378
2021-11-28 18:02:20,3,4,1,4,10,3,1,0,2,1890
2023-03-31 13:48:46,1,1,4,4,20,2,1,3,2,1297
2023-10-27 07:28:47,1,5,1,4,10,2,1,1,6,1341
2021-03-11 01:28:03,3,5,6,2,10,2,3,0,6,1249
2021-09-20 01:27:48,1,4,2,4,20,3,2,3,2,1900
2020-04-04 12:34:31,4,4,6,5,25,3,4,1,3,1639
2022-01-16 05:21:22,3,1,4,5,30,2,4,2,6,1083
2020-11-09 18:35:07,4,5,3,2,30,3,1,1,2,1501
2022-01-12 11:34:54,1,1,2,3,15,1,4,0,2,1078
2023-03-15 05:36:38,3,5,2,3,20,3,3,0,3,1180
2020-09-04 10:39:07,4,2,1,2,25,2,4,3,4,1545
2021-12-15 02:01:04,3,5,1,4,20,3,3,1,1,1393
2024-07-20 20:55:48,1,3,5,2,30,3,1,2,1,1151
2022-04-02 15:19:32,2,5,1,4,30,1,2,0,0,1334
2021-11-29 10:46:50,1,1,5,5,25,1,1,0,5,1190
2023-11-22 11:59:33,1,4,3,2,10,2,4,3,1,2046
2021-10-09 15:23:31,3,5,6,3,25,3,2,3,0,1502
2022-08-20 22:10:06,1,2,7,3,10,2,2,2,4,1752
2021-10-17 00:03:53,4,1,4,4,20,2,3,3,3,1299
2023-12-10 01:10:31,2,3,6,4,30,3,4,2,3,1347
2024-05-17 08:44:48,1,1,7,2,30,3,2,0,6,1110
2023-08-16 22:47:00,3,3,4,1,25,1,3,3,0,1749
2021-09-03 12:11:03,4,4,5,1,15,2,3,0,6,1586
2020-11-16 11:20:08,1,1,2,5,20,1,2,0,3,1285
2020-11-18 16:37:17,3,3,2,5,20,2,3,0,0,1727
2022-11-03 22:43:13,3,4,3,3,20,2,4,1,1,1876
2023-05-16 07:19:26,2,5,6,4,10,1,3,1,4,1563
2023-04-20 05:16:51,3,4,1,3,10,2,1,2,6,2084
2021-11-13 03:47:02,2,3,5,2,10,3,1,0,4,1290
2021-03-09 06:08:51,2,2,5,1,30,2,2,1,2,1613
2022-11-18 11:00:57,1,5,6,2,20,1,4,2,6,1515
2023-05-11 00:52:08,4,3,2,3,15,1,2,3,0,1310
2021-03-26 11:00:16,1,1,3,3,25,3,1,3,6,1441
2022-06-01 07:39:10,3,1,6,4,15,3,1,3,1,1350
2021-09-04 17:40:23,4,2,6,5,10,3,3,1,4,1336
2022-04-21 22:27:12,3,2,4,5,30,2,4,1,6,1717
2021-04-25 15:53:02,1,2,7,5,15,2,1,1,0,1751
2021-06-19 08:14:08,1,1,6,1,15,2,3,2,6,1244
2022-07-08 11:35:26,2,5,5,4,10,2,4,0,0,1281
2020-06-23 07:52:06,4,2,1,2,15,3,3,0,2,1409
2020-09-12 17:01:16,3,1,5,5,10,3,4,1,0,1305
2020-01-15 17:04:22,3,2,4,3,20,3,1,0,2,1886
2020-04-20 12:38:09,1,3,3,1,15,3,1,3,6,1185
2021-06-14 03:55:33,2,1,6,1,25,2,1,3,3,1054
2020-09-25 13:26:35,1,4,5,3,30,1,2,3,2,1934
2023-01-20 03:10:33,4,2,5,3,20,3,3,0,5,1469
2023-02-01 10:37:59,2,5,3,4,10,3,3,0,1,1187
2021-04-12 00:54:19,1,1,4,3,10,1,2,2,4,1359
2020-04-01 08:06:15,1,2,3,4,15,3,1,0,6,1728
2023-09-01 23:32:55,2,4,2,4,15,2,3,3,2,1893
2023-05-05 11:44:51,3,4,4,1,10,1,3,2,1,1987
2020-09-05 21:22:48,2,4,7,3,20,1,2,1,4,1929
2020-08-03 08:01:51,1,3,1,5,20,2,3,1,2,1469
2023-05-28 01:53:42,4,2,5,5,15,2,4,0,6,1681
2020-09-21 06:45:31,3,3,7,3,20,1,1,1,3,1292
2023-11-18 20:42:33,2,3,2,5,25,2,3,3,4,1444
2020-04-13 21:17:23,3,3,7,3,25,3,3,1,1,1756
2021-04-21 11:48:52,1,3,3,1,15,1,2,2,1,960
2020-04-12 05:00:27,1,2,7,1,20,1,4,3,6,1640
2020-07-21 09:44:14,2,3,7,5,25,2,1,1,4,1284
2020-01-15 01:48:26,1,5,6,4,15,3,4,1,4,1523
2023-08-19 03:19:11,2,2,3,1,15,2,3,1,0,1280
2020-03-04 14:46:45,4,4,7,1,30,1,1,2,4,1744
2022-02-06 19:20:41,2,4,1,5,10,2,2,0,0,1733
2024-08-04 12:11:10,4,1,2,4,20,1,2,0,4,1129
2024-04-24 20:10:07,3,2,7,4,30,2,2,3,6,1685
2022-12-25 17:24:33,1,4,1,2,20,1,1,1,2,1784
2023-06-29 23:54:59,4,2,5,1,30,3,1,2,4,1480
2023-11-22 15:30:56,3,4,1,3,30,2,3,3,0,2219
2020-09-23 14:12:33,2,2,6,2,10,2,3,1,6,1575
2021-09-14 09:53:52,3,2,4,4,15,2,4,1,5,1777
2023-11-10 19:56:36,1,2,6,3,15,3,1,0,4,1727
2020-11-06 13:31:42,3,5,3,5,25,1,2,2,5,1471
2020-12-19 09:41:54,4,1,4,5,25,2,4,1,1,1224
2021-09-17 08:51:42,1,3,1,4,30,2,3,2,0,1688
2021-12-04 04:03:06,2,3,2,3,25,1,4,1,6,1346
2020-07-10 01:01:19,1,5,2,1,20,2,4,1,1,1397
2023-11-14 22:35:43,1,5,7,1,10,3,2,2,2,1557
2022-09-19 03:29:09,4,3,3,2,15,3,3,1,5,1542
2020-12-14 16:18:20,1,4,5,4,25,2,3,1,3,2274
2023-09-27 02:13:20,1,3,4,3,25,3,2,1,2,1279
2024-07-06 16:23:01,2,2,6,2,15,1,4,3,2,1347
2022-04-07 05:58:08,1,1,4,4,15,1,2,2,2,1187
2024-02-02 04:48:06,2,2,6,4,30,1,4,1,6,1542
2020-12-10 17:43:02,3,3,3,5,20,2,1,3,5,1231
2023-07-25 18:11:58,4,5,5,5,10,1,2,1,4,1321
2022-05-24 15:26:07,3,4,3,5,10,2,1,3,1,2003
2020-06-28 11:50:22,1,5,5,3,15,1,2,0,5,1263
2024-02-04 23:16:13,3,3,4,5,20,3,2,1,2,1143
2020-09-27 12:51:39,1,2,5,3,10,2,1,1,6,1865
2020-06-06 20:48:10,4,2,5,1,30,1,3,1,2,1400
2022-03-12 07:12:10,2,2,2,3,30,1,3,0,1,1331
2021-07-25 10:32:53,2,3,5,3,20,1,2,2,0,1216
2023-07-08 12:25:31,1,1,1,3,30,3,3,1,0,1189
2021-01-08 00:14:52,2,3,6,1,25,1,1,2,1,1100
2022-05-20 10:55:16,4,5,6,1,15,3,2,1,6,1633
2024-08-24 15:34:10,1,3,1,1,15,2,2,2,1,1350
2023-09-25 22:53:32,3,4,5,2,10,3,2,0,0,1550
2020-10-01 09:31:44,4,5,5,2,20,3,1,0,4,1229
2022-10-12 06:37:43,1,2,7,2,10,2,1,3,1,1723
2022-07-05 08:47:38,2,5,1,4,30,3,3,0,0,1322
2020-11-06 21:15:26,4,3,5,3,30,3,3,2,0,1614
2023-07-22 20:06:50,4,1,5,4,20,3,2,0,6,1140
2022-11-06 18:11:22,2,1,6,5,10,2,1,0,6,1264
2023-11-29 14:52:13,3,2,7,1,30,2,4,0,2,1604
2023-05-04 04:45:16,3,3,6,3,15,3,2,0,1,1237
2020-12-01 08:02:52,1,1,1,5,25,3,2,2,0,1233
2022-03-08 07:33:17,1,1,6,1,30,3,4,1,0,1275
2023-02-22 02:38:37,3,2,5,3,30,2,4,3,1,1769
2022-11-04 06:40:45,2,1,6,3,30,2,1,2,5,1393
2023-10-03 11:10:06,3,5,7,1,15,2,1,0,5,1495
2023-06-02 05:16:47,4,3,3,2,20,3,2,0,5,984
2023-05-08 09:14:24,3,5,5,1,30,3,4,3,2,1356
2022-08-24 05:05:54,3,4,6,3,15,3,3,1,4,2225
2021-05-12 22:37:46,2,2,4,3,30,1,2,2,5,1533
2022-10-31 23:28:17,2,5,3,5,20,1,1,2,4,1428
2023-10-09 15:18:29,1,1,7,3,25,1,3,1,0,1267
2021-08-24 22:23:11,3,3,6,1,15,1,3,1,1,1455
2020-12-15 18:09:50,1,2,4,1,30,2,4,1,6,1688
2021-08-09 15:41:15,2,3,3,5,25,3,2,0,4,1171
2022-04-23 03:59:33,1,1,1,5,15,3,3,0,4,1170
2023-12-15 20:11:27,3,2,7,2,25,1,3,2,1,1473
2022-04-21 15:42:53,3,2,7,1,25,3,2,1,3,1455
2022-09-15 17:40:36,2,2,6,3,30,2,2,1,0,1714
2021-05-05 19:45:56,3,1,3,3,30,1,4,0,3,1081
2020-01-01 22:43:49,3,3,3,4,30,2,2,1,1,1286
2023-01-07 11:06:27,2,3,2,1,25,3,1,0,2,1145
2023-05-16 23:44:16,3,5,7,1,25,1,1,2,1,1492
2022-11-19 07:55:16,2,3,6,4,10,3,4,2,5,1346
2023-05-09 11:23:51,4,1,6,4,10,3,3,3,2,1345
2021-03-19 04:22:18,1,2,4,3,20,1,4,3,4,1766
2021-01-31 21:57:25,2,3,4,5,20,3,1,3,0,1320
2024-08-04 02:38:27,3,3,5,3,20,3,4,0,6,1287
2020-02-14 15:12:19,1,4,4,2,25,1,1,1,6,1731
2023-02-05 01:22:04,4,4,4,5,30,1,3,0,0,1493
2020-02-26 17:34:34,3,1,7,3,20,2,1,3,4,1297
2021-05-16 18:22:55,1,5,1,1,25,3,1,1,5,1337
2021-02-12 15:41:36,2,1,5,2,20,1,1,0,5,1151
2022-07-24 12:43:49,3,5,4,1,20,1,4,2,3,1626
2020-07-09 01:40:09,4,4,7,1,10,1,1,0,0,1706
2021-03-05 08:24:59,3,3,5,4,30,3,3,0,0,1670
2020-03-27 22:35:46,3,4,7,3,20,2,2,2,3,2042
2023-07-17 09:19:19,2,4,4,3,30,1,4,0,2,1772
2023-10-10 06:47:53,1,2,3,1,30,1,3,3,1,1627
2020-01-24 09:09:12,3,3,7,2,25,3,1,1,5,1391
2021-11-10 20:29:04,4,5,1,5,10,1,2,2,0,1447
2023-03-08 16:36:10,4,3,5,2,10,3,1,0,5,1118
2021-11-19 04:33:46,2,5,3,2,25,3,3,1,3,1544
2021-12-08 13:44:49,1,4,4,1,25,2,2,0,3,1849
2022-11-06 11:35:23,4,2,2,3,30,2,3,2,5,1454
2020-02-07 23:44:29,1,5,2,4,20,2,2,3,5,1426
2020-08-09 21:06:20,1,3,2,3,30,1,4,2,3,1418
2020-02-02 05:23:27,1,1,6,5,15,1,1,2,5,1276
2023-10-21 04:22:02,2,1,6,3,15,2,4,1,4,1204
2023-03-30 20:48:43,2,5,5,2,20,1,2,3,2,1339
2021-06-30 21:17:06,3,4,1,1,20,1,4,1,1,1846
2023-02-20 09:12:12,1,5,1,2,25,3,4,2,2,1445
2022-12-03 00:28:48,2,1,2,3,10,1,2,2,3,1260
2021-11-17 07:40:22,3,3,7,4,30,3,2,3,4,1334
2022-05-17 18:47:25,1,5,6,5,15,3,4,0,3,1353
2021-10-31 07:50:39,2,4,1,1,10,3,4,2,6,1973
2023-02-14 21:19:14,1,1,5,4,10,3,3,2,4,1306
2022-12-30 17:04:58,3,1,4,3,10,3,3,2,4,1332
2021-02-15 17:35:58,1,4,5,2,30,2,1,1,1,1652
2020-06-12 23:02:34,3,1,2,1,15,2,2,1,0,992
2020-03-05 22:28:11,1,2,4,4,10,1,1,2,3,1579
2021-11-28 04:25:14,3,5,2,3,30,2,1,2,4,1348
2022-07-04 06:25:58,2,3,2,4,15,2,4,3,1,1341
2021-12-11 03:54:52,1,4,7,3,15,3,2,2,0,2068
2022-08-27 17:34:18,4,1,2,1,10,3,2,3,4,1320
2021-07-13 20:08:41,1,3,1,1,10,3,1,0,5,1049
2020-04-02 11:21:06,1,1,6,4,20,2,3,2,1,1425
2024-03-02 22:46:06,4,4,2,3,20,3,2,1,1,2024
2021-02-04 23:32:20,3,2,2,5,15,1,2,3,3,1858
2022-06-14 07:00:43,4,3,2,5,25,1,2,3,4,1335
2021-06-16 22:24:43,2,1,4,4,10,1,3,2,5,1144
2020-10-07 10:14:49,2,2,7,4,20,1,3,2,2,1304
2021-03-08 07:10:57,2,1,7,4,20,1,3,1,6,1240
2020-11-01 16:33:49,1,2,7,3,30,3,2,1,5,1440
2022-07-13 13:06:45,2,3,5,5,30,3,3,2,2,1570
2021-02-08 18:06:35,3,2,1,2,30,2,2,1,6,1775
2023-07-30 06:33:37,1,4,1,2,25,3,4,2,4,1739
2022-09-17 04:34:10,2,1,6,5,30,2,2,3,4,1465
2024-08-23 00:34:09,1,1,6,5,25,1,3,3,4,1296
2020-06-01 02:44:34,1,2,3,5,20,2,2,1,2,1679
2021-02-23 11:10:29,1,1,5,3,20,1,2,2,2,1347
2021-09-30 08:37:05,1,4,2,4,15,2,3,2,3,2002
2022-04-25 23:48:03,4,5,2,2,20,1,4,0,3,1014
2020-07-29 21:17:44,1,2,1,5,10,1,1,0,3,1430
2023-06-24 01:29:52,4,4,2,4,10,1,2,0,5,1693
2023-05-12 00:26:58,3,4,5,1,15,3,4,1,3,1861
2024-01-23 05:39:11,4,5,5,4,15,1,3,2,1,1478
2022-10-25 16:58:06,4,4,2,2,20,1,1,3,2,1891
2024-02-29 12:16:07,1,5,7,4,20,1,4,0,0,1465
2022-03-14 12:40:06,3,4,4,2,30,2,3,0,5,1799
2021-09-22 07:08:32,4,4,6,2,30,1,1,2,1,2095
2021-09-21 23:34:29,3,1,1,3,20,1,4,3,1,1257
2024-02-28 00:06:30,4,1,4,1,30,2,1,3,0,1307
2020-09-30 00:09:03,2,2,3,1,30,1,2,2,0,1551
2022-07-16 11:46:58,3,2,5,2,30,2,2,2,3,1404
2021-05-06 07:48:25,3,2,2,2,30,2,3,3,3,1266
2020-10-20 23:07:53,1,4,3,5,30,3,1,0,0,1363
2022-11-18 17:48:34,3,3,1,5,10,2,2,1,1,1274
2021-05-08 06:06:45,2,3,6,5,10,2,2,3,2,1362
2024-04-26 00:49:11,3,5,3,4,15,2,3,3,6,1572
2022-07-16 09:08:35,3,4,7,4,30,2,2,0,5,1886
2022-09-23 06:25:06,3,4,6,5,15,2,2,1,5,2018
2022-07-10 19:11:07,1,5,5,3,15,3,1,2,1,1532
2021-04-02 18:49:40,3,3,2,2,20,2,4,3,6,1204
2023-11-30 06:36:14,1,4,5,5,25,3,2,3,6,1884
2023-04-05 01:31:44,4,1,2,4,10,3,1,2,4,1293
2022-03-22 13:15:18,3,3,5,4,20,2,3,0,1,1397
2022-08-22 01:54:04,4,2,3,4,10,3,1,0,4,1754
2021-04-17 21:48:14,4,5,1,3,10,1,2,3,5,1607
2022-07-01 20:22:53,1,4,6,2,10,1,1,1,5,1773
2021-06-09 06:20:39,3,3,5,1,20,2,4,1,4,1284
2021-07-19 14:46:12,1,1,2,5,25,2,4,3,4,1126
2024-09-03 16:06:47,4,3,4,4,15,3,1,2,6,1285
2021-03-05 06:15:45,1,5,6,3,25,2,4,3,5,1592
2020-04-01 04:24:59,4,1,3,1,30,1,3,2,6,1286
2022-01-30 15:42:13,2,2,5,1,20,3,4,1,4,1553
2021-03-13 04:08:45,1,5,1,3,20,1,3,0,5,1402
2022-07-20 11:22:28,3,1,5,1,25,2,3,0,2,1215
2020-06-22 07:51:23,3,4,3,2,15,3,3,0,4,1714
2024-01-15 05:09:35,2,2,5,3,25,1,4,2,5,1652
2020-01-18 18:20:15,4,1,1,4,10,2,3,0,6,1334
2024-03-10 22:36:24,3,4,7,4,10,2,4,2,0,2072
2020-12-29 09:03:13,1,3,6,4,10,2,2,3,3,1291
2021-11-22 11:12:39,1,4,6,2,25,2,1,0,0,1921
2024-03-15 23:56:52,3,5,4,1,15,2,3,2,5,1312
2023-10-23 10:08:22,1,2,3,5,10,2,1,3,6,1753
2021-01-07 10:02:50,4,1,7,5,15,3,3,3,2,1412
2022-05-05 14:26:18,2,4,2,2,20,2,1,3,4,1981
2023-05-28 00:14:12,1,4,2,3,25,1,3,0,0,1559
2021-12-09 18:09:33,3,2,6,3,15,1,1,1,4,1820
2021-10-18 23:56:02,1,5,7,2,15,2,4,2,0,1515
2024-09-01 21:00:17,1,1,3,3,20,2,1,3,6,1228
2024-09-08 07:36:38,4,5,6,3,10,1,3,2,2,1572
2023-06-19 22:08:49,2,4,2,2,20,3,1,0,5,1619
2020-10-07 08:40:56,3,3,1,5,25,3,1,0,6,1099
2023-01-19 19:28:43,2,3,6,1,15,2,1,3,5,1115
2023-03-02 17:51:37,1,4,2,2,30,3,2,1,6,1799
2021-07-06 22:13:53,1,1,2,3,10,3,4,1,5,1248
2022-05-14 22:00:13,1,3,3,5,25,2,3,2,1,1592
2024-01-04 15:27:47,1,4,6,1,20,2,3,0,4,1686
2023-08-04 17:54:35,4,1,7,5,15,2,2,1,5,1298
2020-06-30 11:04:00,4,5,7,5,15,2,4,2,5,1409
2023-09-28 02:16:43,1,5,3,2,10,2,4,1,0,1269
2022-01-21 23:04:54,1,4,5,4,15,3,1,3,6,2016
2020-06-07 16:24:42,3,2,2,4,10,1,3,0,5,1351
2020-11-01 09:31:13,2,3,2,3,10,1,4,3,6,1159
2020-02-09 17:35:45,4,1,6,2,10,1,1,1,5,1049
2020-01-30 01:15:43,3,3,2,4,15,2,3,1,2,1559
2021-11-14 20:31:08,4,2,6,1,10,1,1,3,4,1587
2024-06-04 15:42:38,1,2,6,1,30,2,3,0,6,1150
2020-12-03 19:15:49,3,4,1,5,20,2,1,3,5,1854
2023-02-14 13:13:45,3,5,5,5,30,1,4,0,2,1350
2020-12-21 10:37:26,1,3,3,3,15,2,2,0,6,1254
2022-01-23 11:48:48,2,5,3,5,30,2,2,1,1,1432
2022-03-18 16:25:00,2,4,3,3,25,2,4,3,6,1787
2021-10-16 09:18:27,4,1,6,3,25,1,4,2,1,1405
2021-11-22 13:48:53,3,1,1,4,25,1,1,1,6,1433
2023-09-17 10:56:20,4,2,7,1,25,3,2,3,3,1492
2023-07-13 09:39:16,3,5,5,4,15,1,1,1,2,1554
2022-11-06 00:30:09,2,1,3,4,15,1,1,3,5,1318
2021-11-30 18:19:53,4,2,6,2,30,2,1,1,1,1512
2022-12-13 08:05:30,3,2,5,1,25,3,2,3,0,1787
2020-08-18 09:09:10,1,4,1,2,25,2,2,1,5,1690
2020-05-21 09:44:02,2,1,1,1,10,3,1,3,2,1056
2020-09-21 02:15:19,3,5,1,2,15,3,3,2,0,1273
2022-07-21 04:00:33,1,4,3,4,25,3,3,3,2,2092
2020-02-07 14:19:14,4,5,6,2,30,1,3,0,2,1454
2024-07-13 02:52:27,4,2,3,5,25,3,3,0,0,1479
2020-12-13 21:49:05,3,5,1,3,15,2,3,0,1,1188
2021-03-30 19:00:22,4,2,5,5,25,2,3,3,5,1489
